chr	tss	strand	gene_name	gene_id
chrX	48470260	-	SLC38A5	SLC38A5
chr14	60981113	+	SLC38A6	SLC38A6
chr16	58684331	-	SLC38A7	SLC38A7
chr16	84042795	-	SLC38A8	SLC38A8
chr5	55693053	-	SLC38A9	SLC38A9
chr1	153963492	-	SLC39A1	SLC39A1
chr2	195656957	+	SLC39A10	SLC39A10
chr17	73092688	-	SLC39A11	SLC39A11
chr10	17951838	+	SLC39A12	SLC39A12
chr10	18010562	-	SLC39A12-AS1	SLC39A12-AS1
chr11	47407275	+	SLC39A13	SLC39A13
chr8	22367277	+	SLC39A14	SLC39A14
chr14	20999292	+	SLC39A2	SLC39A2
chr19	2740017	-	SLC39A3	SLC39A3
chr8	144413585	-	SLC39A4	SLC39A4
chr12	56230050	+	SLC39A5	SLC39A5
chr18	36129340	-	SLC39A6	SLC39A6
chr6	33200866	+	SLC39A7	SLC39A7
chr4	102324312	-	SLC39A8	SLC39A8
chr14	69398383	+	SLC39A9	SLC39A9
chr2	44275479	+	SLC3A1	SLC3A1
chr11	62856108	+	SLC3A2	SLC3A2
chr2	189580786	-	SLC40A1	SLC40A1
chr1	205813198	-	SLC41A1	SLC41A1
chr12	104958290	-	SLC41A2	SLC41A2
chr3	126057125	-	SLC41A3	SLC41A3
chr11	57514909	-	SLC43A1	SLC43A1
chr17	1605034	-	SLC43A2	SLC43A2
chr11	57427121	-	SLC43A3	SLC43A3
chr9	105244604	+	SLC44A1	SLC44A1
chr19	10602454	+	SLC44A2	SLC44A2
chr1	94820356	+	SLC44A3	SLC44A3
chr1	94820232	-	SLC44A3-AS1	SLC44A3-AS1
chr6	31877671	-	SLC44A4	SLC44A4
chr1	75611114	-	SLC44A5	SLC44A5
chr1	8318113	+	SLC45A1	SLC45A1
chr5	33984693	-	SLC45A2	SLC45A2
chr1	205680509	-	SLC45A3	SLC45A3
chr8	141228574	-	SLC45A4	SLC45A4
chr17	28406212	-	SLC46A1	SLC46A1
chr9	112890876	-	SLC46A2	SLC46A2
chr13	28718970	-	SLC46A3	SLC46A3
chr17	19533853	+	SLC47A1	SLC47A1
chr17	19716584	-	SLC47A2	SLC47A2
chr12	47773237	+	SLC48A1	SLC48A1
chr4	689151	-	SLC49A3	SLC49A3
chr3	122795068	+	SLC49A4	SLC49A4
chr17	44268135	-	SLC4A1	SLC4A1
chr2	161624334	+	SLC4A10	SLC4A10
chr20	3237727	-	SLC4A11	SLC4A11
chr2	27663470	+	SLC4A1AP	SLC4A1AP
chr7	151058199	+	SLC4A2	SLC4A2
chr2	219627569	+	SLC4A3	SLC4A3
chr4	71186764	+	SLC4A4	SLC4A4
chr2	74315025	-	SLC4A5	SLC4A5
chr3	27456778	-	SLC4A7	SLC4A7
chr12	51391316	+	SLC4A8	SLC4A8
chr5	140360193	+	SLC4A9	SLC4A9
chr1	155135374	+	SLC50A1	SLC50A1
chr3	196216533	+	SLC51A	SLC51A
chr15	65045386	+	SLC51B	SLC51B
chr17	5035426	-	SLC52A1	SLC52A1
chr8	144358551	+	SLC52A2	SLC52A2
chr20	768500	-	SLC52A3	SLC52A3
chr22	32043260	+	SLC5A1	SLC5A1
chr17	18950675	+	SLC5A10	SLC5A10
chr16	24845862	+	SLC5A11	SLC5A11
chr11	26722060	-	SLC5A12	SLC5A12
chr16	31483122	+	SLC5A2	SLC5A2
chr21	34073577	+	SLC5A3	SLC5A3
chr22	32255347	-	SLC5A4	SLC5A4
chr22	32205114	+	SLC5A4-AS1	SLC5A4-AS1
chr19	17871944	+	SLC5A5	SLC5A5
chr2	27212268	-	SLC5A6	SLC5A6
chr2	107986523	+	SLC5A7	SLC5A7
chr12	101210238	-	SLC5A8	SLC5A8
chr1	48222715	+	SLC5A9	SLC5A9
chr1	19312325	+	SLC66A1	SLC66A1
chr3	157543311	+	SLC66A1L	SLC66A1L
chr18	79951653	-	SLC66A2	SLC66A2
chr2	11155371	+	SLC66A3	SLC66A3
chr3	10992733	+	SLC6A1	SLC6A1
chr3	11019224	-	SLC6A1-AS1	SLC6A1-AS1
chr16	32885142	-	SLC6A10P	SLC6A10P
chr3	10816227	+	SLC6A11	SLC6A11
chr12	213702	-	SLC6A12	SLC6A12
chr12	203644	+	SLC6A12-AS1	SLC6A12-AS1
chr12	262836	-	SLC6A13	SLC6A13
chrX	116436605	+	SLC6A14	SLC6A14
chr12	84912799	-	SLC6A15	SLC6A15
chr19	49325191	-	SLC6A16	SLC6A16
chr1	110150493	+	SLC6A17	SLC6A17
chr5	1225380	+	SLC6A18	SLC6A18
chr5	1201594	+	SLC6A19	SLC6A19
chr16	55656063	+	SLC6A2	SLC6A2
chr3	45796536	-	SLC6A20	SLC6A20
chr5	1445440	-	SLC6A3	SLC6A3
chr17	30235697	-	SLC6A4	SLC6A4
chr11	20599607	+	SLC6A5	SLC6A5
chr3	14402575	+	SLC6A6	SLC6A6
chr5	150190061	+	SLC6A7	SLC6A7
chrX	153687925	+	SLC6A8	SLC6A8
chr1	44017163	-	SLC6A9	SLC6A9
chr13	29595688	-	SLC7A1	SLC7A1
chr19	33225850	-	SLC7A10	SLC7A10
chr4	138242349	-	SLC7A11	SLC7A11
chr4	138089013	+	SLC7A11-AS1	SLC7A11-AS1
chr8	86230381	-	SLC7A13	SLC7A13
chr3	170586075	-	SLC7A14	SLC7A14
chr3	170467284	+	SLC7A14-AS1	SLC7A14-AS1
chr8	17497087	+	SLC7A2	SLC7A2
chrX	70931096	-	SLC7A3	SLC7A3
chr22	21032561	-	SLC7A4	SLC7A4
chr16	87869507	-	SLC7A5	SLC7A5
chr16	21520444	-	SLC7A5P2	SLC7A5P2
chr16	68264525	+	SLC7A6	SLC7A6
chr16	68310946	-	SLC7A6OS	SLC7A6OS
chr14	22815435	-	SLC7A7	SLC7A7
chr14	23154393	-	SLC7A8	SLC7A8
chr19	32869767	-	SLC7A9	SLC7A9
chr2	40430304	-	SLC8A1	SLC8A1
chr2	39917633	+	SLC8A1-AS1	SLC8A1-AS1
chr19	47471893	-	SLC8A2	SLC8A2
chr14	70080217	-	SLC8A3	SLC8A3
chr12	113335109	-	SLC8B1	SLC8B1
chr1	27155125	-	SLC9A1	SLC9A1
chr2	102619552	+	SLC9A2	SLC9A2
chr5	524449	-	SLC9A3	SLC9A3
chr5	473235	+	SLC9A3-AS1	SLC9A3-AS1
chr17	74748627	+	SLC9A3R1	SLC9A3R1
chr16	2026901	+	SLC9A3R2	SLC9A3R2
chr2	102473225	+	SLC9A4	SLC9A4
chr16	67248978	+	SLC9A5	SLC9A5
chrX	135985426	+	SLC9A6	SLC9A6
chrX	46759118	-	SLC9A7	SLC9A7
chr12	98457145	-	SLC9A7P1	SLC9A7P1
chr20	49812712	+	SLC9A8	SLC9A8
chr3	143848468	-	SLC9A9	SLC9A9
chr3	143342245	+	SLC9A9-AS1	SLC9A9-AS1
chr4	103019705	-	SLC9B1	SLC9B1
chr4	103076761	-	SLC9B2	SLC9B2
chr3	112294216	-	SLC9C1	SLC9C1
chr1	173603072	-	SLC9C2	SLC9C2
chr12	21334917	-	SLCO1A2	SLCO1A2
chr12	21131193	+	SLCO1B1	SLCO1B1
chr12	20810704	+	SLCO1B3	SLCO1B3
chr12	20815673	+	SLCO1B3-SLCO1B7	SLCO1B3-SLCO1B7
chr12	21015695	+	SLCO1B7	SLCO1B7
chr12	20695331	+	SLCO1C1	SLCO1C1
chr3	134029925	-	SLCO2A1	SLCO2A1
chr11	75151106	+	SLCO2B1	SLCO2B1
chr15	91853707	+	SLCO3A1	SLCO3A1
chr20	62642502	+	SLCO4A1	SLCO4A1
chr20	62666621	-	SLCO4A1-AS1	SLCO4A1-AS1
chr5	102296284	-	SLCO4C1	SLCO4C1
chr8	69833169	-	SLCO5A1	SLCO5A1
chr5	102499001	-	SLCO6A1	SLCO6A1
chr4	184799046	-	SLED1	SLED1
chr5	94618668	+	SLF1	SLF1
chr10	100912962	+	SLF2	SLF2
chr17	35373621	-	SLFN11	SLFN11
chr17	35432500	-	SLFN12	SLFN12
chr17	35487739	-	SLFN12L	SLFN12L
chr17	35448766	-	SLFN13	SLFN13
chr17	35560819	-	SLFN14	SLFN14
chr17	35243071	+	SLFN5	SLFN5
chr1	41021725	-	SLFNL1	SLFNL1
chr1	41014589	+	SLFNL1-AS1	SLFNL1-AS1
chr14	77708070	+	SLIRP	SLIRP
chr10	97185959	-	SLIT1	SLIT1
chr10	97102755	+	SLIT1-AS1	SLIT1-AS1
chr4	20251904	+	SLIT2	SLIT2
chr4	20392188	+	SLIT2-IT1	SLIT2-IT1
chr5	169301139	-	SLIT3	SLIT3
chr5	169013226	+	SLIT3-AS1	SLIT3-AS1
chr5	168706926	+	SLIT3-AS2	SLIT3-AS2
chr13	83882393	-	SLITRK1	SLITRK1
chrX	145817828	+	SLITRK2	SLITRK2
chr3	165196384	-	SLITRK3	SLITRK3
chrX	143634503	-	SLITRK4	SLITRK4
chr13	87671370	+	SLITRK5	SLITRK5
chr13	85799419	-	SLITRK6	SLITRK6
chr10	103967139	+	SLK	SLK
chr3	57756308	+	SLMAP	SLMAP
chr20	59042846	-	SLMO2-ATP5E	SLMO2-ATP5E
chr11	107712056	-	SLN	SLN
chr20	45254564	-	SLPI	SLPI
chr15	58933679	-	SLTM	SLTM
chr5	160419081	-	SLU7	SLU7
chr8	142742406	-	SLURP1	SLURP1
chr8	142769828	-	SLURP2	SLURP2
chr16	29454500	+	SLX1A	SLX1A
chr16	29455090	+	SLX1A-SULT1A3	SLX1A-SULT1A3
chr16	29454500	+	SLX1B	SLX1B
chr16	29455090	+	SLX1B-SULT1A4	SLX1B-SULT1A4
chr16	3611606	-	SLX4	SLX4
chr20	10435304	+	SLX4IP	SLX4IP
chr4	145481305	+	SMAD1	SMAD1
chr4	145517194	-	SMAD1-AS1	SMAD1-AS1
chr4	145502980	-	SMAD1-AS2	SMAD1-AS2
chr18	47930659	-	SMAD2	SMAD2
chr15	67065601	+	SMAD3	SMAD3
chr18	51030212	+	SMAD4	SMAD4
chr5	136132844	+	SMAD5	SMAD5
chr5	136134890	-	SMAD5-AS1	SMAD5-AS1
chr15	66702235	+	SMAD6	SMAD6
chr18	48942807	-	SMAD7	SMAD7
chr13	36920036	-	SMAD9	SMAD9
chr12	51270210	-	SMAGP	SMAGP
chr6	70667882	+	SMAP1	SMAP1
chr1	40373726	+	SMAP2	SMAP2
chrX	129523490	-	SMARCA1	SMARCA1
chr9	2015346	+	SMARCA2	SMARCA2
chr19	10961029	+	SMARCA4	SMARCA4
chr4	143513701	+	SMARCA5	SMARCA5
chr4	143514837	-	SMARCA5-AS1	SMARCA5-AS1
chr4	94207607	+	SMARCAD1	SMARCAD1
chr2	216412483	+	SMARCAL1	SMARCAL1
chr22	23786965	+	SMARCB1	SMARCB1
chr3	47781893	-	SMARCC1	SMARCC1
chr12	56189483	-	SMARCC2	SMARCC2
chr12	50085341	+	SMARCD1	SMARCD1
chr17	63838728	-	SMARCD2	SMARCD2
chr7	151248694	-	SMARCD3	SMARCD3
chr17	40647818	-	SMARCE1	SMARCE1
chrX	53422654	-	SMC1A	SMC1A
chr22	45413599	-	SMC1B	SMC1B
chr9	104094259	+	SMC2	SMC2
chr9	104092474	-	SMC2-AS1	SMC2-AS1
chr10	110567694	+	SMC3	SMC3
chr3	160399649	+	SMC4	SMC4
chr9	70258977	+	SMC5	SMC5
chr9	70258874	-	SMC5-AS1	SMC5-AS1
chr2	17753810	-	SMC6	SMC6
chr18	2655725	+	SMCHD1	SMCHD1
chr3	196515346	-	SMCO1	SMCO1
chr12	27466809	+	SMCO2	SMCO2
chr12	14814182	-	SMCO3	SMCO3
chr11	93543391	-	SMCO4	SMCO4
chr1	152878321	+	SMCP	SMCP
chr17	17677688	-	SMCR2	SMCR2
chr17	17779529	-	SMCR5	SMCR5
chr17	18315292	+	SMCR8	SMCR8
chr22	42079690	+	SMDT1	SMDT1
chr16	18926408	-	SMG1	SMG1
chr16	22437007	+	SMG1P1	SMG1P1
chr16	29595092	-	SMG1P2	SMG1P2
chr16	21502281	-	SMG1P3	SMG1P3
chr16	30335374	-	SMG1P5	SMG1P5
chr16	29447026	-	SMG1P6	SMG1P6
chr16	70226033	-	SMG1P7	SMG1P7
chr1	156282825	-	SMG5	SMG5
chr17	2088761	-	SMG6	SMG6
chr1	183472498	+	SMG7	SMG7
chr1	183471982	-	SMG7-AS1	SMG7-AS1
chr17	59210009	+	SMG8	SMG8
chr19	43754962	-	SMG9	SMG9
chr8	122568644	-	SMILR	SMILR
chr1	3772748	+	SMIM1	SMIM1
chrX	134990990	+	SMIM10	SMIM10
chr12	11171193	+	SMIM10L1	SMIM10L1
chrX	135421943	+	SMIM10L2A	SMIM10L2A
chrX	135098712	-	SMIM10L2B	SMIM10L2B
chrX	135120620	+	SMIM10L2B-AS1	SMIM10L2B-AS1
chr21	7744977	+	SMIM11A	SMIM11A
chr21	7744950	+	SMIM11B	SMIM11B
chr1	34859045	-	SMIM12	SMIM12
chr6	11093833	+	SMIM13	SMIM13
chr4	39627121	-	SMIM14	SMIM14
chr5	61162468	-	SMIM15	SMIM15
chr5	61162315	+	SMIM15-AS1	SMIM15-AS1
chr19	56643158	+	SMIM17	SMIM17
chr8	30638579	+	SMIM18	SMIM18
chr8	42541147	+	SMIM19	SMIM19
chr13	44161257	-	SMIM2	SMIM2
chr13	44110548	+	SMIM2-AS1	SMIM2-AS1
chr13	44158222	-	SMIM2-IT1	SMIM2-IT1
chr4	25914191	+	SMIM20	SMIM20
chr18	75427703	-	SMIM21	SMIM21
chr16	4788396	+	SMIM22	SMIM22
chr5	171785816	+	SMIM23	SMIM23
chr19	3480525	-	SMIM24	SMIM24
chr20	18567419	+	SMIM26	SMIM26
chr9	32551143	+	SMIM27	SMIM27
chr6	138377904	+	SMIM28	SMIM28
chr6	34249006	-	SMIM29	SMIM29
chr5	150777945	+	SMIM3	SMIM3
chr7	113118554	-	SMIM30	SMIM30
chr4	164754130	+	SMIM31	SMIM31
chr5	136193162	-	SMIM32	SMIM32
chr5	139471003	+	SMIM33	SMIM33
chr21	7793939	-	SMIM34A	SMIM34A
chr11	118086963	-	SMIM35	SMIM35
chr11	69155934	+	SMIM38	SMIM38
chr3	52536604	+	SMIM4	SMIM4
chr6	33329279	-	SMIM40	SMIM40
chr12	52079703	+	SMIM41	SMIM41
chr4	121765164	-	SMIM43	SMIM43
chr17	75633433	+	SMIM5	SMIM5
chr17	75646250	+	SMIM6	SMIM6
chr19	16660144	-	SMIM7	SMIM7
chr6	87322587	+	SMIM8	SMIM8
chrX	154834662	-	SMIM9	SMIM9
chr7	129502530	+	SMKR1	SMKR1
chr6	130827405	+	SMLR1	SMLR1
chr5	70049522	+	SMN1	SMN1
chr5	70049522	+	SMN2	SMN2
chr10	110304920	-	SMNDC1	SMNDC1
chr7	129188632	+	SMO	SMO
chr14	69879415	+	SMOC1	SMOC1
chr6	168441183	+	SMOC2	SMOC2
chr20	4148778	+	SMOX	SMOX
chr11	6390473	+	SMPD1	SMPD1
chr6	109440723	+	SMPD2	SMPD2
chr16	68448508	-	SMPD3	SMPD3
chr2	130181602	-	SMPD4	SMPD4
chr2	131492812	+	SMPD4BP	SMPD4BP
chr8	144049397	+	SMPD5	SMPD5
chr6	122789048	+	SMPDL3A	SMPDL3A
chr1	27934954	+	SMPDL3B	SMPDL3B
chrX	21758116	-	SMPX	SMPX
chr4	70360759	+	SMR3A	SMR3A
chr4	70383130	+	SMR3B	SMR3B
chrX	21940572	+	SMS	SMS
chr22	31064117	+	SMTN	SMTN
chr11	57537594	+	SMTNL1	SMTNL1
chr17	4584006	+	SMTNL2	SMTNL2
chr9	33076674	-	SMU1	SMU1
chr12	54188957	-	SMUG1	SMUG1
chr7	99144108	-	SMURF1	SMURF1
chr17	64662307	-	SMURF2	SMURF2
chr17	30576464	+	SMURF2P1-LRRC37BP1	SMURF2P1-LRRC37BP1
chr2	88067824	+	SMYD1	SMYD1
chr1	214281158	+	SMYD2	SMYD2
chr1	245988551	-	SMYD3	SMYD3
chr17	1829902	-	SMYD4	SMYD4
chr2	73214244	+	SMYD5	SMYD5
chr20	49982979	+	SNAI1	SNAI1
chr8	48921429	-	SNAI2	SNAI2
chr16	88686507	-	SNAI3	SNAI3
chr16	88663372	+	SNAI3-AS1	SNAI3-AS1
chr15	42495305	+	SNAP23	SNAP23
chr20	10218829	+	SNAP25	SNAP25
chr20	10219506	-	SNAP25-AS1	SNAP25-AS1
chr22	20859006	+	SNAP29	SNAP29
chr1	227728167	+	SNAP47	SNAP47
chr6	83702926	-	SNAP91	SNAP91
chr14	61762419	+	SNAPC1	SNAPC1
chr19	7920337	+	SNAPC2	SNAPC2
chr9	15422783	+	SNAPC3	SNAPC3
chr9	136398437	-	SNAPC4	SNAPC4
chr15	66497762	-	SNAPC5	SNAPC5
chr1	153658653	+	SNAPIN	SNAPIN
chr19	47918428	+	SNAR-A1	SNAR-A1
chr19	47923778	+	SNAR-A10	SNAR-A10
chr19	47923778	+	SNAR-A11	SNAR-A11
chr19	47907677	+	SNAR-A12	SNAR-A12
chr19	47907677	+	SNAR-A13	SNAR-A13
chr19	47923778	+	SNAR-A14	SNAR-A14
chr19	47918428	+	SNAR-A2	SNAR-A2
chr19	47923778	+	SNAR-A3	SNAR-A3
chr19	47923778	+	SNAR-A4	SNAR-A4
chr19	47923778	+	SNAR-A5	SNAR-A5
chr19	47923778	+	SNAR-A6	SNAR-A6
chr19	47923778	+	SNAR-A7	SNAR-A7
chr19	47923778	+	SNAR-A8	SNAR-A8
chr19	47923778	+	SNAR-A9	SNAR-A9
chr19	50133864	-	SNAR-B1	SNAR-B1
chr19	50133864	-	SNAR-B2	SNAR-B2
chr19	47913050	+	SNAR-C1	SNAR-C1
chr19	47913050	+	SNAR-C2	SNAR-C2
chr19	47950295	+	SNAR-C3	SNAR-C3
chr19	47939540	+	SNAR-C4	SNAR-C4
chr19	47913050	+	SNAR-C5	SNAR-C5
chr19	50140320	-	SNAR-D	SNAR-D
chr19	46830704	-	SNAR-E	SNAR-E
chr19	50604962	+	SNAR-F	SNAR-F
chr19	49037019	+	SNAR-G1	SNAR-G1
chr19	49031787	-	SNAR-G2	SNAR-G2
chr2	77955026	-	SNAR-H	SNAR-H
chr3	190877929	+	SNAR-I	SNAR-I
chr4	89771734	-	SNCA	SNCA
chr4	89836400	+	SNCA-AS1	SNCA-AS1
chr5	122311690	+	SNCAIP	SNCAIP
chr5	176630534	-	SNCB	SNCB
chr10	86955758	+	SNCG	SNCG
chr7	127652193	+	SND1	SND1
chr7	127997508	+	SND1-IT1	SND1-IT1
chr2	240998617	+	SNED1	SNED1
chr17	48944842	-	SNF8	SNF8
chr11	62855885	-	SNHG1	SNHG1
chr14	95534872	-	SNHG10	SNHG10
chr20	38446653	+	SNHG11	SNHG11
chr1	28581873	-	SNHG12	SNHG12
chr15	24823607	+	SNHG14	SNHG14
chr7	44986696	-	SNHG15	SNHG15
chr17	76557763	+	SNHG16	SNHG16
chr20	38435377	-	SNHG17	SNHG17
chr5	9546199	+	SNHG18	SNHG18
chr16	2155358	-	SNHG19	SNHG19
chr17	77088642	+	SNHG20	SNHG20
chr15	82750563	+	SNHG21	SNHG21
chr18	49814022	+	SNHG22	SNHG22
chr17	64145969	+	SNHG25	SNHG25
chr7	22854239	+	SNHG26	SNHG26
chr4	131764837	+	SNHG27	SNHG27
chr1	159855037	-	SNHG28	SNHG28
chr17	16438986	+	SNHG29	SNHG29
chr1	28505942	+	SNHG3	SNHG3
chr17	35568113	+	SNHG30	SNHG30
chr2	214810228	+	SNHG31	SNHG31
chr6	31834915	+	SNHG32	SNHG32
chr5	139273751	+	SNHG4	SNHG4
chr6	85678733	-	SNHG5	SNHG5
chr8	66925541	-	SNHG6	SNHG6
chr9	136728184	-	SNHG7	SNHG7
chr4	118278761	+	SNHG8	SNHG8
chr16	1964995	+	SNHG9	SNHG9
chr1	37554293	-	SNIP1	SNIP1
chr16	11668454	+	SNN	SNN
chr11	93732133	-	SNORA1	SNORA1
chr16	1962466	-	SNORA10	SNORA10
chr1	244854217	-	SNORA100	SNORA100
chr4	100395247	-	SNORA101A	SNORA101A
chr14	35762931	-	SNORA101B	SNORA101B
chr1	173866290	-	SNORA103	SNORA103
chr19	14622212	+	SNORA104	SNORA104
chr5	21884453	+	SNORA105A	SNORA105A
chr5	21884453	+	SNORA105B	SNORA105B
chr12	56512864	+	SNORA105C	SNORA105C
chr13	84783653	+	SNORA107	SNORA107
chr18	58600619	+	SNORA108	SNORA108
chrX	55183607	-	SNORA109	SNORA109
chr2	30187433	+	SNORA10B	SNORA10B
chrX	54814369	+	SNORA11	SNORA11
chr1	44252559	-	SNORA110	SNORA110
chr18	37466504	-	SNORA111	SNORA111
chr2	96214638	+	SNORA112	SNORA112
chr12	69515439	+	SNORA113	SNORA113
chr7	2089052	-	SNORA114	SNORA114
chr2	217833733	-	SNORA115	SNORA115
chr6	158322981	+	SNORA116	SNORA116
chr20	62882903	-	SNORA117	SNORA117
chr19	17092234	+	SNORA118	SNORA118
chr16	89953376	+	SNORA119	SNORA119
chr14	91126425	+	SNORA11B	SNORA11B
chrX	47388649	+	SNORA11C	SNORA11C
chrX	52063473	-	SNORA11D	SNORA11D
chrX	52063473	-	SNORA11E	SNORA11E
chr10	73126207	-	SNORA11F	SNORA11F
chrX	54927304	+	SNORA11G	SNORA11G
chr10	100237302	-	SNORA12	SNORA12
chr12	6040183	-	SNORA120	SNORA120
chr5	112161484	+	SNORA13	SNORA13
chr7	75943782	+	SNORA14A	SNORA14A
chr1	235127937	-	SNORA14B	SNORA14B
chr7	56060469	+	SNORA15	SNORA15
chr7	65070537	+	SNORA15B-1	SNORA15B-1
chr7	65070537	+	SNORA15B-2	SNORA15B-2
chr1	28581053	-	SNORA16A	SNORA16A
chr1	212352817	+	SNORA16B	SNORA16B
chr9	136726879	-	SNORA17A	SNORA17A
chr9	136726237	-	SNORA17B	SNORA17B
chr11	93733597	-	SNORA18	SNORA18
chr10	119060138	-	SNORA19	SNORA19
chr8	55902855	-	SNORA1B	SNORA1B
chr6	159780381	-	SNORA20	SNORA20
chr7	39329134	-	SNORA20B	SNORA20B
chr17	38852995	-	SNORA21	SNORA21
chr17	38851658	-	SNORA21B	SNORA21B
chr7	65755525	+	SNORA22	SNORA22
chr7	56055364	+	SNORA22B	SNORA22B
chr7	65065998	+	SNORA22C	SNORA22C
chr11	9428765	+	SNORA23	SNORA23
chr4	118279189	+	SNORA24	SNORA24
chr15	65285591	-	SNORA24B	SNORA24B
chr11	93730646	-	SNORA25	SNORA25
chr7	115581441	-	SNORA25B	SNORA25B
chr4	52713248	+	SNORA26	SNORA26
chr13	27255400	+	SNORA27	SNORA27
chr14	103337848	+	SNORA28	SNORA28
chr6	159785733	-	SNORA29	SNORA29
chr12	48656782	-	SNORA2A	SNORA2A
chr12	48667593	-	SNORA2B	SNORA2B
chr12	48654518	-	SNORA2C	SNORA2C
chr16	30710536	+	SNORA30	SNORA30
chr9	20786926	+	SNORA30B	SNORA30B
chr13	45337609	-	SNORA31	SNORA31
chr13	45336447	-	SNORA31B	SNORA31B
chr11	93731099	-	SNORA32	SNORA32
chr6	132817218	+	SNORA33	SNORA33
chrX	114630796	+	SNORA35	SNORA35
chrX	115126442	-	SNORA35B	SNORA35B
chrX	154768527	+	SNORA36A	SNORA36A
chr1	220200676	-	SNORA36B	SNORA36B
chr2	69520171	-	SNORA36C	SNORA36C
chr18	54222412	-	SNORA37	SNORA37
chr6	31623078	+	SNORA38	SNORA38
chr17	67740669	+	SNORA38B	SNORA38B
chr11	8684226	+	SNORA3A	SNORA3A
chr11	8685438	+	SNORA3B	SNORA3B
chr16	2796532	-	SNORA3C	SNORA3C
chr3	186787612	+	SNORA4	SNORA4
chr11	93735236	-	SNORA40	SNORA40
chr2	135136627	+	SNORA40B	SNORA40B
chr6	110848545	+	SNORA40C	SNORA40C
chr2	206162227	+	SNORA41	SNORA41
chr15	45537250	+	SNORA41B	SNORA41B
chr1	28580512	-	SNORA44	SNORA44
chr16	58548633	-	SNORA46	SNORA46
chr5	77080571	-	SNORA47	SNORA47
chr17	7574712	+	SNORA48	SNORA48
chrX	3532251	-	SNORA48B	SNORA48B
chr12	132031223	+	SNORA49	SNORA49
chr16	58559931	-	SNORA50A	SNORA50A
chr22	33704920	-	SNORA50B	SNORA50B
chr17	64146338	+	SNORA50C	SNORA50C
chr5	69160807	+	SNORA50D	SNORA50D
chr20	2655066	+	SNORA51	SNORA51
chr11	811680	+	SNORA52	SNORA52
chr12	98599634	+	SNORA53	SNORA53
chr11	2963893	-	SNORA54	SNORA54
chr1	39567510	-	SNORA55	SNORA55
chrX	154774997	+	SNORA56	SNORA56
chr11	62665421	+	SNORA57	SNORA57
chr3	131479233	-	SNORA58	SNORA58
chr1	154259726	+	SNORA58B	SNORA58B
chr1	12507245	+	SNORA59A	SNORA59A
chr1	12507245	+	SNORA59B	SNORA59B
chr7	45104482	-	SNORA5A	SNORA5A
chr7	45106099	-	SNORA5B	SNORA5B
chr7	45105042	-	SNORA5C	SNORA5C
chr3	39408390	+	SNORA6	SNORA6
chr20	38449368	+	SNORA60	SNORA60
chr1	28579893	-	SNORA61	SNORA61
chr3	39411053	+	SNORA62	SNORA62
chr3	186787298	+	SNORA63	SNORA63
chr3	186786322	+	SNORA63B	SNORA63B
chr1	36418578	-	SNORA63C	SNORA63C
chr3	183451858	+	SNORA63D	SNORA63D
chr3	183453813	+	SNORA63E	SNORA63E
chr16	1963106	-	SNORA64	SNORA64
chr9	127448637	-	SNORA65	SNORA65
chr1	92840718	+	SNORA66	SNORA66
chr17	7577954	+	SNORA67	SNORA67
chr19	17862587	+	SNORA68	SNORA68
chr19	32608469	-	SNORA68B	SNORA68B
chrX	119787484	-	SNORA69	SNORA69
chrX	154400280	+	SNORA70	SNORA70
chr2	61417377	-	SNORA70B	SNORA70B
chr9	117181201	-	SNORA70C	SNORA70C
chr16	71698701	-	SNORA70D	SNORA70D
chr11	83041598	-	SNORA70E	SNORA70E
chr2	164687777	-	SNORA70F	SNORA70F
chr12	68627375	-	SNORA70G	SNORA70G
chr1	201978460	+	SNORA70H	SNORA70H
chr2	214846946	+	SNORA70I	SNORA70I
chr5	171366117	+	SNORA70J	SNORA70J
chr20	38427443	-	SNORA71A	SNORA71A
chr20	38425330	-	SNORA71B	SNORA71B
chr20	38429804	-	SNORA71C	SNORA71C
chr20	38433999	-	SNORA71D	SNORA71D
chr20	38448082	+	SNORA71E	SNORA71E
chr8	98042217	-	SNORA72	SNORA72
chr1	28507364	+	SNORA73A	SNORA73A
chr1	28508557	+	SNORA73B	SNORA73B
chr5	139278779	+	SNORA74A	SNORA74A
chr5	173020725	+	SNORA74B	SNORA74B
chr10	45984607	+	SNORA74C-1	SNORA74C-1
chr10	49954211	+	SNORA74C-2	SNORA74C-2
chr5	139276179	+	SNORA74D	SNORA74D
chr2	231455936	-	SNORA75	SNORA75
chr4	17320882	-	SNORA75B	SNORA75B
chr1	203729580	+	SNORA77	SNORA77
chr22	20126401	+	SNORA77B	SNORA77B
chr16	1965183	+	SNORA78	SNORA78
chr14	81202834	-	SNORA79	SNORA79
chr14	20323326	-	SNORA79B	SNORA79B
chr3	12840450	-	SNORA7A	SNORA7A
chr3	129397348	-	SNORA7B	SNORA7B
chr11	93732499	-	SNORA8	SNORA8
chr21	32377322	-	SNORA80A	SNORA80A
chr2	10446849	-	SNORA80B	SNORA80B
chr16	30419759	-	SNORA80C	SNORA80C
chr7	6016876	+	SNORA80D	SNORA80D
chr1	155920042	-	SNORA80E	SNORA80E
chr3	186786674	+	SNORA81	SNORA81
chr9	92292593	-	SNORA84	SNORA84
chr10	32901472	-	SNORA86	SNORA86
